,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Gross Weight,Net Weight,Is Recyclable?,Min. Person Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_9899,"Married Male with four children, education: high school degree working as skilled manual",L05es_CA,"Electrical from Household department, Ordered Brand : Denny",['Florist'],Price Destroyers,Supermarket,14.8 M,6.66 M,19.3328,,yes,30K+,2192.32,1320.15,523.32,348.85,710.8616
mc_ID_9900,"Single Female with two children, education: partial high school working as skilled manual",S01em_OR,"Dairy from Dairy department, Ordered Brand : Carlson","['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",I Cant Believe It Sale,Deluxe,1.62 M,0.6318 M,17.7338,16.1349,no,30K+,2572.87,1733.18,503.07,335.38,363.3281
mc_ID_9901,"Married Female with three children, education: partial college working as professional",S04ne_WA,"Candy from Snacks department, Ordered Brand : Thresher",[],Budget Bargains,Supermarket,3.74 M,1.683 M,27.3275,25.7286,yes,30K+,2813.07,2050.94,457.36,306.01,708.665
mc_ID_9902,"Married Female with one child, education: partial college working as manual",S01em_OR,"Frozen Desserts from Frozen Foods department, Ordered Brand : PigTail","['Video Store', 'Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist']",Price Slashers,Deluxe,3.45 M,1.104 M,24.1296,21.2225,yes,30K+,2572.86,1734.5,503.07,337.05,282.9953
mc_ID_9903,"Married Female with three children, education: graduate degree working as management",O09ba_VE,"Kitchen Products from Household department, Ordered Brand : Denny","['Bar For Salad', 'Ready Food']",Super Savers,Supermarket,11.4 M,4.104 M,20.0596,15.6988,yes,130K+,3230.48,2445.66,470.27,314.22,719.3865
mc_ID_9904,"Single Male with one child, education: partial high school working as skilled manual",P07nd_OR,"Vegetables from Produce department, Ordered Brand : High Top",[],Full Free,Supermarket,5.72 M,2.4596 M,31.8337,30.2347,no,10K+,,1508,227.8,151.9,660.2352
mc_ID_9905,"Single Female with one child, education: high school degree working as management",L05es_CA,"Fruit from Produce department, Ordered Brand : Tell Tale",['Florist'],Shelf Emptiers,Supermarket,10.12 M,3.2384 M,29.6533,26.6008,yes,130K+,2192.32,1318.17,523.32,348.85,564.2647
mc_ID_9906,"Single Female with three children, education: partial high school working as manual",L05es_CA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington",['Florist'],Pick Your Savings,Supermarket,5.48 M,1.6988 M,14.972,12.0648,yes,10K+,2193.37,1322.74,523.32,349.11,769.6991
mc_ID_9907,"Single Male with one child, education: partial high school working as manual",L05es_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",['Florist'],Two for One,Supermarket,4.64 M,1.856 M,26.6008,25.0018,no,10K+,2196.98,1320.15,525.32,348.85,360.7131
mc_ID_9908,"Married Female with one child, education: high school degree working as manual",H11go_ZA,"Vegetables from Produce department, Ordered Brand : Tri-State",[],,Mid-Size,4.42 M,2.1658 M,,27.0368,yes,30K+,3563.42,2819.7,447.7,298.5,708.8742
mc_ID_9909,"Single Female with four children, education: partial high school working as skilled manual",A17co_GU,"Paper Products from Household department, Ordered Brand : Denny",[],Sales Days,Supermarket,14.55 M,4.5105 M,17.8792,14.972,yes,30K+,,1622.12,341.05,227.33,743.1307
mc_ID_9910,"Single Male with five children, education: partial high school working as skilled manual",S03le_WA,"Paper Products from Household department, Ordered Brand : Red Wing",['Coffee Bar'],Big Time Saving,,6.36 M,1.9716 M,22.676,,yes,10K+,1966.65,1236.07,440.92,,710.234
mc_ID_9911,"Married Female with four children, education: high school degree working as professional",M10da_YU,"Canned Clams from Canned Foods department, Ordered Brand : Better","['Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food', 'Florist']",Pick Your Savings,Deluxe,8.44 M,2.7852 M,25.5832,24.1296,yes,70K+,2861.13,1871.16,593.93,,295.4427
mc_ID_9912,"Single Female with two children, education: partial college working as professional",P07nd_OR,"Meat from Meat department, Ordered Brand : Genteel",[],Saving Days,Supermarket,5.7 M,2.394 M,,12.0648,yes,50K+,1884.1,1508,227.8,151.9,619.0228
mc_ID_9913,"Single Female with one child, education: bachelors degree working as professional",C15ho_ZA,"Meat from Frozen Foods department, Ordered Brand : Imagine","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Price Winners,Gourmet,5.85 M,2.457 M,24.1296,19.7689,yes,110K+,2207.28,1567.33,385.45,,769.7514
mc_ID_9914,"Single Female with No children, education: high school degree working as manual",G16ra_JA,"Vegetables from Produce department, Ordered Brand : Tri-State",['Coffee Bar'],Mystery Sale,,1.48 M,0.6512 M,22.0946,,yes,30K+,2286.89,1396.4,534.29,357.31,686.176
mc_ID_9915,"Married Female with one child, education: partial high school working as skilled manual",B06ls_CA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad', 'Video Store']",Promo Big,Gourmet,1.22 M,0.4636 M,15.1174,10.7421,yes,50K+,2201.83,1427.68,465.54,311.59,612.1192
mc_ID_9916,"Single Female with one child, education: partial high school working as manual",H11go_ZA,"Fruit from Produce department, Ordered Brand : Tell Tale","['Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Go For It,Deluxe,10.89 M,3.8115 M,12.3265,9.4047,yes,10K+,2845.68,2038.11,481.98,320.75,455.3761
mc_ID_9917,"Married Male with four children, education: partial high school working as professional",L05es_CA,"Vegetables from Frozen Foods department, Ordered Brand : Imagine",['Florist'],Save It (Sale),Supermarket,7.64 M,3.6672 M,30.5255,27.6183,yes,70K+,2192.32,1320.15,523.32,348.85,427.7617
mc_ID_9918,"Single Female with two children, education: partial high school working as manual",P07nd_OR,"Canned Soup from Canned Foods department, Ordered Brand : Blue Label",[],Big Time Discounts,Supermarket,4.65 M,1.8135 M,13.7801,12.3119,yes,10K+,1889.34,1508,227.8,150.14,574.9339
mc_ID_9919,"Single Male with one child, education: partial high school working as skilled manual",S18co_CA,"Electrical from Household department, Ordered Brand : Sunset",['Coffee Bar'],Price Smashers,Small Grocery,2.95 M,1.1505 M,26.0193,21.5132,yes,10K+,2088.27,1423.37,398.93,267.78,759.6052
mc_ID_9920,"Single Female with three children, education: partial high school working as management",S03le_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Jeffers",['Coffee Bar'],Best Price Savers,Supermarket,5.79 M,2.7792 M,31.3976,29.944,yes,130K+,1970.94,1236.07,440.92,293.95,720.5371
mc_ID_9921,"Single Male with five children, education: high school degree working as manual",B14on_WA,"Vegetables from Frozen Foods department, Ordered Brand : Golden","['Bar For Salad', 'Ready Food']",Roller Savings (High) ,Supermarket,8.91 M,4.455 M,20.641,19.0421,no,30K+,3687.88,2266.39,853.22,568.75,356.4245
mc_ID_9922,"Married Female with five children, education: bachelors degree working as professional",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",GLD,Deluxe,4.46 M,1.8286 M,19.7689,15.4081,no,50K+,2861.13,1871.16,593.93,395.18,484.1411
mc_ID_9923,"Single Female with No children, education: bachelors degree working as professional",L05es_CA,"Kitchen Products from Household department, Ordered Brand : Sunset",['Florist'],Weekend Discount,Supermarket,1.89 M,0.6615 M,21.0771,,yes,90K+,2192.32,1320.15,523.32,348.85,279.1251
mc_ID_9924,"Single Female with three children, education: partial high school working as skilled manual",M10da_YU,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Florist', 'Video Store', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",GLD,Deluxe,3.28 M,1.3776 M,23.8389,22.24,yes,30K+,2862.04,,593.93,,484.1411
mc_ID_9925,"Married Male with three children, education: bachelors degree working as professional",B14on_WA,"Dairy from Dairy department, Ordered Brand : Gorilla","['Bar For Salad', 'Ready Food']",Price Cutters,Supermarket,9.54 M,3.6252 M,30.6708,29.2172,yes,70K+,3687.88,2263.01,,568.75,761.0696
mc_ID_9926,"Single Female with one child, education: partial college working as skilled manual",P07nd_OR,"Hygiene from Health and Hygiene department, Ordered Brand : Steady",[],,Supermarket,1.2 M,0.552 M,,15.2627,no,50K+,,1508,227.8,,735.1811
mc_ID_9927,"Married Male with one child, education: bachelors degree working as professional",S01em_OR,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Special","['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Save It (Sale),,8.73 M,3.8412 M,31.6883,,yes,30K+,2572.86,1737.16,503.07,336.69,755.1074
mc_ID_9928,"Single Male with five children, education: partial high school working as skilled manual",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",['Coffee Bar'],Super Duper Savers,Supermarket,3.57 M,1.5708 M,21.3678,18.3153,yes,30K+,1970.94,1233.2,442.92,293.95,418.4
mc_ID_9929,"Married Male with four children, education: partial high school working as manual",V19ia_BC,"Fruit from Canned Products department, Ordered Brand : Green Ribbon","['Florist', 'Coffee Bar']",Green Light Special,Mid-Size,6.22 M,2.3636 M,25.4379,22.5307,yes,10K+,3198.85,2551.4,389.54,261.48,769.6991
mc_ID_9930,"Single Male with three children, education: high school degree working as manual",T02ma_WA,"Plastic Products from Household department, Ordered Brand : Sunset","['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Weekend Discount,Deluxe,4.52 M,1.6724 M,,28.6358,yes,10K+,,2053,,,382.0515
mc_ID_9931,"Married Female with three children, education: partial college working as clerical",O09ba_VE,"Meat from Deli department, Ordered Brand : Red Spade","['Ready Food', 'Bar For Salad']",Price Slashers,Supermarket,4.71 M,2.0724 M,8.9105,7.4569,no,30K+,3232.19,2449.71,472.27,313.94,402.7623
mc_ID_9932,"Single Female with four children, education: partial college working as professional",S01em_OR,"Baking Goods from Baking Goods department, Ordered Brand : Landslide","['Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Ready Food']",Bag Stuffer,,7.77 M,3.3411 M,16.4256,,no,50K+,2572.86,1734.5,503.07,334.71,432.1026
mc_ID_9933,"Married Male with one child, education: bachelors degree working as management",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Shelf Emptiers,Gourmet,6.63 M,2.7183 M,26.8915,25.4379,no,50K+,,1426,465.54,310.3,616.4078
mc_ID_9934,"Married Female with four children, education: partial high school working as management",M10da_YU,"Bread from Baked Goods department, Ordered Brand : Sphinx","['Video Store', 'Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",Sales Days,Deluxe,2.64 M,0.9504 M,25.874,22.8214,no,130K+,,1871.16,593.93,,608.772
mc_ID_9935,"Married Male with five children, education: partial high school working as skilled manual",V13er_BC,"Cold Remedies from Health and Hygiene department, Ordered Brand : Hilltop","['Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Super Duper Savers,Deluxe,2.92 M,1.1972 M,18.7513,14.376,yes,10K+,2147.17,1527.76,373.1,248.79,266.73
mc_ID_9936,"Single Male with one child, education: partial high school working as skilled manual",S04ne_WA,"Side Dishes from Deli department, Ordered Brand : Lake",[],GLD,Supermarket,3.36 M,1.4448 M,19.1874,14.6813,no,10K+,2807.86,2049.72,457.36,304.94,697.7866
mc_ID_9937,"Single Male with two children, education: partial high school working as manual",T02ma_WA,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",Weekend Discount,Deluxe,3.86 M,1.6212 M,13.1114,8.7506,yes,10K+,3146.55,2055.29,654.13,434.72,382.0515
mc_ID_9938,"Married Male with four children, education: high school degree working as management",S03le_WA,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake",['Coffee Bar'],Budget Bargains,Supermarket,10.68 M,3.6312 M,,24.7111,yes,90K+,1970.94,1236.07,440.92,293.95,687.5358
mc_ID_9939,"Single Female with one child, education: high school degree working as management",B06ls_CA,"Starchy Foods from Starchy Foods department, Ordered Brand : Shady Lake","['Ready Food', 'Video Store', 'Florist', 'Coffee Bar', 'Bar For Salad']",Two Day Sale,Gourmet,11.24 M,4.0464 M,15.9895,11.6287,yes,150K+,2200.69,1425.96,465.54,310.3,783.1925
mc_ID_9940,"Single Male with two children, education: bachelors degree working as management",L05es_CA,"Electrical from Household department, Ordered Brand : Sunset",['Florist'],Sale : Double Down,Supermarket,10.47 M,4.0833 M,15.8442,12.9224,yes,70K+,2190.44,1320.15,523.32,346.99,292.6708
mc_ID_9941,"Single Female with three children, education: high school degree working as manual",V13er_BC,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good","['Florist', 'Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad']",I Cant Believe It Sale,Deluxe,2.49 M,1.0458 M,10.1461,7.2389,no,30K+,2145.8,1525.28,373.1,248.79,535.9181
mc_ID_9942,"Married Female with four children, education: high school degree working as skilled manual",S01em_OR,"Specialty from Produce department, Ordered Brand : High Top","['Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store', 'Ready Food']",I Cant Believe It Sale,Deluxe,5.44 M,2.0128 M,21.0771,18.1699,yes,30K+,2572.86,1732.42,503.07,335.38,363.3281
mc_ID_9943,"Single Female with one child, education: partial high school working as skilled manual",S01em_OR,"Breakfast Foods from Frozen Foods department, Ordered Brand : PigTail","['Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Lottery Cash Registerion,Deluxe,2.32 M,1.0208 M,20.2049,17.1524,yes,50K+,2569.59,1733.69,503.07,335.4,313.0678
mc_ID_9944,"Single Male with two children, education: bachelors degree working as management",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Ready Food', 'Bar For Salad', 'Florist', 'Video Store', 'Coffee Bar']",You Save Days,Gourmet,7.05 M,3.3135 M,19.4781,17.8792,no,50K+,2200.69,1424.85,465.54,310.3,689.3663
mc_ID_9945,"Married Male with one child, education: bachelors degree working as professional",S04ne_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Steady",[],,Supermarket,7.2 M,3.312 M,,12.3555,yes,110K+,2811.99,2049.72,457.36,304.99,515.2596
mc_ID_9946,"Single Male with two children, education: high school degree working as manual",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Fast",['Coffee Bar'],Savings Galore,Supermarket,12.84 M,5.6496 M,,8.5181,yes,30K+,1970.08,1236.07,,293.95,724.5119
mc_ID_9947,"Married Male with three children, education: graduate degree working as professional",L05es_CA,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",['Florist'],Big Time Discounts,Supermarket,7.38 M,3.2472 M,9.8263,5.4655,yes,130K+,2192.32,1320.15,523.32,350.06,765.7243
mc_ID_9948,"Single Male with two children, education: high school degree working as manual",B14on_WA,"Vegetables from Produce department, Ordered Brand : Tri-State","['Ready Food', 'Bar For Salad']",,Supermarket,2.01 M,0.8241 M,,21.0771,no,30K+,3692.66,2267.75,853.22,568.75,432.0503
mc_ID_9949,"Single Male with two children, education: bachelors degree working as professional",C15ho_ZA,"Fruit from Produce department, Ordered Brand : High Top","['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",GLD,Gourmet,2.76 M,1.3248 M,25.0018,20.641,yes,50K+,2212.26,1564.86,385.45,,396.2248
mc_ID_9950,"Single Male with three children, education: high school degree working as skilled manual",T02ma_WA,"Vegetables from Frozen Foods department, Ordered Brand : Golden","['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Sale : Double Down,Deluxe,11.16 M,5.4684 M,8.9541,6.0324,yes,30K+,3150,2055.29,654.13,436.09,500.7202
mc_ID_9951,"Single Male with No children, education: partial high school working as professional",S03le_WA,"Hygiene from Health and Hygiene department, Ordered Brand : Bird Call",['Coffee Bar'],Super Duper Savers,Supermarket,4.44 M,2.1756 M,20.3503,15.9895,no,90K+,1970.07,1236.07,440.92,295.43,418.4
