,Person%20Description,Place%20Code,Customer%20Order,Additional%20Features%20in%20market,Promotion%20Name,Store%20Kind,Store%20Sales,Store%20Cost,Gross%20Weight,Net%20Weight,Weights%20Data,Is%20Recyclable?,Yearly%20Income,Store%20Area,Grocery%20Area,Frozen%20Area,Meat%20Area,Cost
mc_ID_5972,"Single Female with No children, education: bachelors degree working as management",B14on_WA,"Kitchen Products from Household department, Ordered Brand : Cormorant","['Bar For Salad', 'Ready Food']",,Supermarket,7.44 Millions,3.6456 Millions,25.7286,22.8214,"{'Gross Weight': 25.7286, 'Net Weight': 22.8214, 'Package Weight': 2.9072}",yes,150K+,3688.21,2265.04,853.22,568.75,736.907
mc_ID_5973,"Single Male with five children, education: high school degree working as manual",B14on_WA,"Dairy from Dairy department, Ordered Brand : Booker","['Bar For Salad', 'Ready Food']",Roller Savings (High) ,Supermarket,12.88 Millions,5.0232 Millions,31.543,28.6358,"{'Gross Weight': 31.543, 'Net Weight': 28.6358, 'Package Weight': 2.9072}",no,30K+,3690.2,2265.9,853.22,568.75,356.4245
mc_ID_5974,"Single Male with four children, education: high school degree working as skilled manual",P07nd_OR,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide",[],Money Savers,Supermarket,4.2 Millions,1.932 Millions,10.5822,9.1286,"{'Gross Weight': 10.5822, 'Net Weight': 9.1286, 'Package Weight': 1.4536}",yes,30K+,1887.7,1508,227.8,151.9,277.2423
mc_ID_5975,"Married Female with five children, education: high school degree working as manual",M10da_YU,"Bread from Baked Goods department, Ordered Brand : Modell","['Florist', 'Bar For Salad', 'Video Store', 'Ready Food', 'Coffee Bar']",Three for One,Deluxe,4.68 Millions,1.5912 Millions,31.8337,28.7811,"{'Gross Weight': 31.8337, 'Net Weight': 28.7811, 'Package Weight': 3.0525}",yes,30K+,2864.47,1871.16,595.93,394.08,688.3726
mc_ID_5976,"Married Male with three children, education: bachelors degree working as professional",T02ma_WA,"Candy from Snacks department, Ordered Brand : Gulf Coast","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Super Duper Savers,Deluxe,11.76 Millions,5.7624 Millions,31.8337,28.7811,"{'Gross Weight': 31.8337, 'Net Weight': 28.7811, 'Package Weight': 3.0525}",yes,50K+,3141.11,2055.34,654.13,436.09,475.93
mc_ID_5977,"Single Female with three children, education: high school degree working as management",O09ba_VE,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR","['Bar For Salad', 'Ready Food']",Super Savers,Supermarket,4.38 Millions,1.6206 Millions,24.7111,23.2575,"{'Gross Weight': 24.7111, 'Net Weight': 23.2575, 'Package Weight': 1.4536}",yes,90K+,3232.66,2448.37,,314.48,719.3865
mc_ID_5978,"Single Female with No children, education: partial college working as professional",B06ls_CA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Big Time","['Bar For Salad', 'Video Store', 'Florist', 'Ready Food', 'Coffee Bar']",Save It (Sale),,2.04 Millions,0.6732 Millions,11.9921,10.5385,"{'Gross Weight': 11.9921, 'Net Weight': 10.5385, 'Package Weight': 1.4536}",yes,70K+,2203.91,1424.85,465.54,310.3,427.7617
mc_ID_5979,"Married Female with two children, education: high school degree working as manual",S03le_WA,"Decongestants from Health and Hygiene department, Ordered Brand : Hilltop",['Coffee Bar'],Sale : Double Down,,3.36 Millions,1.2096 Millions,31.2522,,"{'Gross Weight': 31.2522, 'Net Weight': 26.8915, 'Package Weight': 4.3608}",yes,50K+,1970.94,1236.07,440.92,293.95,309.5637
mc_ID_5980,"Single Male with one child, education: partial college working as skilled manual",B06ls_CA,"Drinks from Beverages department, Ordered Brand : Fabulous","['Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar', 'Florist']",,,5.02 Millions,2.259 Millions,,12.5009,"{'Gross Weight': 15.4081, 'Net Weight': 12.5009, 'Package Weight': 2.9072}",yes,30K+,2200.69,1424.85,465.54,310.38,675.716
mc_ID_5981,"Married Male with three children, education: bachelors degree working as professional",S03le_WA,"Fruit from Produce department, Ordered Brand : Ebony",['Coffee Bar'],Pick Your Savings,Supermarket,7.35 Millions,2.499 Millions,11.7886,10.3205,"{'Gross Weight': 11.7886, 'Net Weight': 10.3205, 'Package Weight': 1.4681}",no,50K+,1970.94,1236.07,440.92,293.95,436.7573
mc_ID_5982,"Single Female with one child, education: partial high school working as skilled manual",O09ba_VE,"Frozen Desserts from Frozen Foods department, Ordered Brand : PigTail","['Bar For Salad', 'Ready Food']",,Supermarket,3.66 Millions,1.5738 Millions,18.3153,15.4081,"{'Gross Weight': 18.3153, 'Net Weight': 15.4081, 'Package Weight': 2.9072}",no,10K+,3230.08,2448.37,470.27,313.55,501.9754
mc_ID_5983,"Married Male with three children, education: partial high school working as manual",B06ls_CA,"Baking Goods from Baking Goods department, Ordered Brand : Plato","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad', 'Video Store']",Fantastic Discounts,Gourmet,5.16 Millions,2.58 Millions,16.571,13.6492,"{'Gross Weight': 16.571, 'Net Weight': 13.6492, 'Package Weight': 2.9217}",no,10K+,2200.69,1424.85,,310.3,718.9158
mc_ID_5984,"Single Female with one child, education: partial high school working as professional",S03le_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Big Time",['Coffee Bar'],Sale Sale Sale,Supermarket,3.78 Millions,1.6632 Millions,28.7811,27.1822,"{'Gross Weight': 28.7811, 'Net Weight': 27.1822, 'Package Weight': 1.599}",no,90K+,1970.94,1237.34,440.92,293.95,473.7334
mc_ID_5985,"Married Male with three children, education: bachelors degree working as management",T02ma_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden","['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Discount Frenzy,Deluxe,2.58 Millions,1.161 Millions,11.4252,9.9716,"{'Gross Weight': 11.4252, 'Net Weight': 9.9716, 'Package Weight': 1.4536}",yes,70K+,3148.53,2054.53,654.13,436.09,779.6884
mc_ID_5986,"Single Male with four children, education: bachelors degree working as management",P07nd_OR,"Vegetables from Produce department, Ordered Brand : Hermanos",[],Weekend Discount,Supermarket,11.56 Millions,4.046 Millions,12.6172,9.71,"{'Gross Weight': 12.6172, 'Net Weight': 9.71, 'Package Weight': 2.9072}",no,50K+,1887.7,1508,227.8,151.9,735.1811
mc_ID_5987,"Single Female with No children, education: bachelors degree working as management",P07nd_OR,"Paper Products from Household department, Ordered Brand : High Quality",[],Best Price Savers,Supermarket,7.41 Millions,2.8158 Millions,10.6984,7.7913,"{'Gross Weight': 10.6984, 'Net Weight': 7.7913, 'Package Weight': 2.9072}",yes,70K+,1887.54,1508,227.8,151.05,650.4028
mc_ID_5988,"Single Male with three children, education: high school degree working as manual",A17co_GU,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",[],,Supermarket,14.24 Millions,4.984 Millions,,20.641,"{'Gross Weight': 23.5482, 'Net Weight': 20.641, 'Package Weight': 2.9072}",no,50K+,2187.86,1623.48,341.05,227.33,586.7537
mc_ID_5989,"Married Male with two children, education: high school degree working as professional",L05es_CA,"Bread from Baked Goods department, Ordered Brand : Colony",['Florist'],Weekend Discount,Supermarket,7.48 Millions,2.5432 Millions,17.4431,14.5359,"{'Gross Weight': 17.4431, 'Net Weight': 14.5359, 'Package Weight': 2.9072}",yes,130K+,2191.66,1320.15,523.32,348.85,279.1251
mc_ID_5990,"Single Male with three children, education: partial high school working as manual",B06ls_CA,"Fruit from Produce department, Ordered Brand : Hermanos","['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Sale : Double Down,Gourmet,1.46 Millions,0.6132 Millions,23.5482,19.1874,"{'Gross Weight': 23.5482, 'Net Weight': 19.1874, 'Package Weight': 4.3608}",no,10K+,2197.41,1424.85,465.54,310.3,292.6708
mc_ID_5991,"Single Male with one child, education: high school degree working as skilled manual",L05es_CA,"Dairy from Dairy department, Ordered Brand : Booker",['Florist'],Sale Winners,Supermarket,6.66 Millions,2.664 Millions,26.8915,22.5307,"{'Gross Weight': 26.8915, 'Net Weight': 22.5307, 'Package Weight': 4.3608}",no,30K+,2193.96,1321.72,523.32,,770.6405
mc_ID_5992,"Single Male with one child, education: bachelors degree working as professional",S04ne_WA,"Fruit from Produce department, Ordered Brand : Ebony",[],Price Destroyers,,10.47 Millions,3.2457 Millions,19.4781,,"{'Gross Weight': 19.4781, 'Net Weight': 17.8792, 'Package Weight': 1.599}",no,130K+,2813.41,2049.72,457.36,304.91,325.6198
mc_ID_5993,"Married Female with No children, education: high school degree working as manual",L05es_CA,"Hot Beverages from Beverages department, Ordered Brand : CDR",['Florist'],,Supermarket,8.19 Millions,3.0303 Millions,,21.3678,"{'Gross Weight': 24.275, 'Net Weight': 21.3678, 'Package Weight': 2.9072}",yes,30K+,2190.53,1320.15,523.32,348.85,689.3663
mc_ID_5994,"Single Male with five children, education: bachelors degree working as management",M10da_YU,"Canned Tuna from Canned Foods department, Ordered Brand : Just Right","['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Shelf Clearing Days,Deluxe,5.28 Millions,1.9536 Millions,10.8002,7.8785,"{'Gross Weight': 10.8002, 'Net Weight': 7.8785, 'Package Weight': 2.9217}",no,150K+,2861.13,1871.16,593.93,396.85,516.7763
mc_ID_5995,"Married Male with three children, education: partial high school working as management",H11go_ZA,"Electrical from Household department, Ordered Brand : Red Wing",[],Tip Top Savings,Mid-Size,8.64 Millions,3.9744 Millions,28.1997,25.1472,"{'Gross Weight': 28.1997, 'Net Weight': 25.1472, 'Package Weight': 3.0525}",yes,130K+,3565.09,2819.7,447.7,297.65,416.2557
mc_ID_5996,"Single Male with two children, education: partial college working as management",B06ls_CA,"Hygiene from Health and Hygiene department, Ordered Brand : Hilltop","['Florist', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Ready Food']",,Gourmet,4.8 Millions,1.776 Millions,28.7811,25.7286,"{'Gross Weight': 28.7811, 'Net Weight': 25.7286, 'Package Weight': 3.0525}",yes,130K+,2200.69,1425.82,465.54,311.59,663.5824
mc_ID_5997,"Married Male with four children, education: partial high school working as professional",M12ty_DF,"Meat from Frozen Foods department, Ordered Brand : PigTail",[],Full Free,,4.53 Millions,1.8573 Millions,18.1699,,"{'Gross Weight': 18.1699, 'Net Weight': 15.2627, 'Package Weight': 2.9072}",yes,70K+,3391.87,2085.67,783.64,521.87,778.5901
mc_ID_5998,"Married Female with three children, education: high school degree working as skilled manual",T02ma_WA,"Pain Relievers from Health and Hygiene department, Ordered Brand : Bird Call","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Super Duper Savers,Deluxe,6.64 Millions,2.324 Millions,22.3853,19.3328,"{'Gross Weight': 22.3853, 'Net Weight': 19.3328, 'Package Weight': 3.0525}",no,30K+,3147.45,2055.29,654.13,436.29,475.93
mc_ID_5999,"Married Female with three children, education: bachelors degree working as management",S04ne_WA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",[],,Supermarket,13.85 Millions,5.1245 Millions,27.1822,24.275,"{'Gross Weight': 27.1822, 'Net Weight': 24.275, 'Package Weight': 2.9072}",no,50K+,2813.08,2049.72,457.36,304.91,300.8296
mc_ID_6000,"Single Male with four children, education: high school degree working as manual",P07nd_OR,"Vegetables from Canned Foods department, Ordered Brand : Better",[],Save Price,Supermarket,1.8 Millions,0.612 Millions,12.5009,11.0473,"{'Gross Weight': 12.5009, 'Net Weight': 11.0473, 'Package Weight': 1.4536}",no,30K+,1885.69,1508,227.8,151.9,428.0755
mc_ID_6001,"Married Female with two children, education: bachelors degree working as professional",M10da_YU,"Vegetables from Produce department, Ordered Brand : Tell Tale","['Florist', 'Coffee Bar', 'Video Store', 'Ready Food', 'Bar For Salad']",Two Day Sale,Deluxe,5.82 Millions,2.037 Millions,18.8967,14.5359,"{'Gross Weight': 18.8967, 'Net Weight': 14.5359, 'Package Weight': 4.3608}",yes,50K+,2861.29,1870.9,593.93,395.95,402.0824
mc_ID_6002,"Single Male with three children, education: partial high school working as professional",S04ne_WA,"Pizza from Frozen Foods department, Ordered Brand : Golden",[],GLD,Supermarket,8.04 Millions,3.6984 Millions,18.606,15.6988,"{'Gross Weight': 18.606, 'Net Weight': 15.6988, 'Package Weight': 2.9072}",yes,130K+,2811.99,2049.56,457.36,304.91,697.7866
mc_ID_6003,"Married Male with four children, education: partial high school working as skilled manual",V13er_BC,"Kitchen Products from Household department, Ordered Brand : Cormorant","['Florist', 'Coffee Bar', 'Video Store', 'Ready Food', 'Bar For Salad']",Super Duper Savers,Deluxe,7.9 Millions,2.765 Millions,10.524,7.6023,"{'Gross Weight': 10.524, 'Net Weight': 7.6023, 'Package Weight': 2.9217}",no,30K+,2146.08,,373.1,248.79,266.73
mc_ID_6004,"Married Male with four children, education: partial high school working as skilled manual",V13er_BC,"Plastic Products from Household department, Ordered Brand : Sunset","['Bar For Salad', 'Ready Food', 'Video Store', 'Florist', 'Coffee Bar']",Sale Sale Sale,Deluxe,5.14 Millions,2.5186 Millions,19.0421,16.1349,"{'Gross Weight': 19.0421, 'Net Weight': 16.1349, 'Package Weight': 2.9072}",no,10K+,2143.33,1525.28,375.1,248.79,722.6814
mc_ID_6005,"Single Male with one child, education: partial college working as skilled manual",S18co_CA,"Vegetables from Produce department, Ordered Brand : Ebony",['Coffee Bar'],I Cant Believe It Sale,Small Grocery,2.82 Millions,0.9306 Millions,30.6708,29.2172,"{'Gross Weight': 30.6708, 'Net Weight': 29.2172, 'Package Weight': 1.4536}",no,30K+,2088.27,1423.37,398.93,264.88,605.8955
mc_ID_6006,"Married Female with four children, education: high school degree working as professional",L05es_CA,"Magazines from Periodicals department, Ordered Brand : Dollar",['Florist'],,Supermarket,11.64 Millions,4.5396 Millions,,12.7916,"{'Gross Weight': 15.6988, 'Net Weight': 12.7916, 'Package Weight': 2.9072}",no,110K+,2188.37,1320.15,523.32,348.85,292.6708
mc_ID_6007,"Single Male with two children, education: partial college working as clerical",B06ls_CA,"Vegetables from Frozen Foods department, Ordered Brand : Golden","['Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist']",You Save Days,Gourmet,4.77 Millions,2.2896 Millions,29.7987,25.4379,"{'Gross Weight': 29.7987, 'Net Weight': 25.4379, 'Package Weight': 4.3608}",no,30K+,2204.62,1424.85,465.54,310.3,689.3663
mc_ID_6008,"Single Male with five children, education: high school degree working as skilled manual",T02ma_WA,"Vegetables from Frozen Foods department, Ordered Brand : PigTail","['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",Dollar Days,Deluxe,3.32 Millions,1.162 Millions,14.3034,11.3962,"{'Gross Weight': 14.3034, 'Net Weight': 11.3962, 'Package Weight': 2.9072}",yes,30K+,3149.97,2055.29,656.13,436.09,725.9763
mc_ID_6009,"Married Female with three children, education: bachelors degree working as management",S01em_OR,"Dairy from Dairy department, Ordered Brand : Booker","['Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store', 'Ready Food']",Save It (Sale),Deluxe,5.02 Millions,1.9578 Millions,20.4957,17.5885,"{'Gross Weight': 20.4957, 'Net Weight': 17.5885, 'Package Weight': 2.9072}",yes,70K+,2572.86,1734.5,503.07,335.38,755.1074
mc_ID_6010,"Single Female with two children, education: graduate degree working as professional",B08am_WA,"Paper Products from Household department, Ordered Brand : Cormorant",['Coffee Bar'],Super Duper Savers,Small Grocery,3.66 Millions,1.3908 Millions,12.6899,9.7681,"{'Gross Weight': 12.6899, 'Net Weight': 9.7681, 'Package Weight': 2.9217}",no,70K+,2620.91,2069.04,330.83,220.55,650.089
mc_ID_6011,"Single Male with four children, education: high school degree working as skilled manual",H11go_ZA,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR","['Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar', 'Florist']",Go For It,,4.32 Millions,1.728 Millions,16.7163,13.8091,"{'Gross Weight': 16.7163, 'Net Weight': 13.8091, 'Package Weight': 2.9072}",no,30K+,2841.35,2038.11,481.98,321.26,455.3761
mc_ID_6012,"Married Female with five children, education: partial high school working as professional",S18co_CA,"Plastic Products from Household department, Ordered Brand : Sunset",['Coffee Bar'],Savings Galore,Small Grocery,2.26 Millions,0.904 Millions,31.543,28.6358,"{'Gross Weight': 31.543, 'Net Weight': 28.6358, 'Package Weight': 2.9072}",yes,70K+,2092.91,1423.37,398.93,265.98,397.7415
mc_ID_6013,"Single Male with three children, education: high school degree working as skilled manual",T02ma_WA,"Canned Soup from Canned Foods department, Ordered Brand : Pleasant","['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Budget Bargains,Deluxe,7.44 Millions,2.6784 Millions,26.4554,23.5482,"{'Gross Weight': 26.4554, 'Net Weight': 23.5482, 'Package Weight': 2.9072}",no,30K+,3145.51,2055.29,,436.09,715.1502
mc_ID_6014,"Married Female with five children, education: bachelors degree working as professional",M10da_YU,"Vegetables from Produce department, Ordered Brand : Tri-State","['Bar For Salad', 'Florist', 'Ready Food', 'Video Store', 'Coffee Bar']",GLD,Deluxe,15.48 Millions,6.8112 Millions,13.8818,9.521,"{'Gross Weight': 13.8818, 'Net Weight': 9.521, 'Package Weight': 4.3608}",yes,50K+,2862.73,1871.16,593.93,395.27,484.1411
mc_ID_6015,"Single Male with three children, education: high school degree working as manual",L05es_CA,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",['Florist'],Roller Savings (High) ,Supermarket,4.95 Millions,1.6335 Millions,13.6347,10.7275,"{'Gross Weight': 13.6347, 'Net Weight': 10.7275, 'Package Weight': 2.9072}",yes,50K+,2192.32,1321.73,523.32,348.85,532.6232
